year,reporting_org_ref,value_usd
2016,GB-CHC-1085096,94979.8103710935
2015,GB-CHC-1085096,115541.926970932
2014,GB-CHC-1085096,75001.6558167938
2020,GB-CHC-1076497,243677.71382869
2019,GB-CHC-1076497,700019.910038762
2018,GB-CHC-1076497,281895.54638979
2017,GB-CHC-1076497,179888.952426699
2016,GB-CHC-1076497,109628.349110159
2014,GB-CHC-1076497,140378.646052114
2013,GB-CHC-1076497,158448.717624426
2012,GB-CHC-1076497,108720.804073976
2019,GB-CHC-1068839,280559.506468502
2018,GB-CHC-1068839,350827.825531763
2017,GB-CHC-1068839,983194.142314331
2016,GB-CHC-1068839,990378.957421541
2015,GB-CHC-1068839,1011397.71062132
2014,GB-CHC-1068839,998269.932897826
2013,GB-CHC-1068839,998934.409680274
2012,GB-CHC-1068839,366031.694361615
2018,CO-CCB-00159397,132648.608705302
2017,CO-CCB-00159397,131410.883285438
2016,CO-CCB-00159397,272899.538446666
2019,BE-BCE_KBO-0408628435,895892.039382611
2018,BE-BCE_KBO-0408628435,886589.841139957
2017,BE-BCE_KBO-0408628435,897828.553806419
2020,GB-COH-03580586,12517095.4376132
2019,GB-COH-03580586,20506645.8122947
2018,GB-COH-03580586,16780655.0809026
2017,GB-COH-03580586,13881076.078656
2016,GB-COH-03580586,20446198.3936486
2015,GB-COH-03580586,11430709.222492
2019,NL-KVK-27284008,1199392.91929872
2018,NL-KVK-27284008,1007642.07542752
2017,NL-KVK-27284008,993971.908462415
2016,NL-KVK-27284008,846156.651949495
2020,GB-CHC-261488,119978.804103724
2019,GB-CHC-261488,4990400.81232589
2018,GB-CHC-261488,3412978.58113041
2017,GB-CHC-261488,95345105.439952
2016,GB-CHC-261488,1360676.78480218
2015,GB-CHC-261488,1393619.09218701
2014,GB-CHC-261488,884989.097508807
2013,GB-CHC-261488,145740.051759427
2016,GB-CHC-283302,172084.778343959
2015,GB-CHC-283302,187285.612785305
2014,GB-CHC-283302,214582.74986788
2013,GB-CHC-283302,98359.3173957572
2012,GB-CHC-283302,57327.4057382971
2020,XM-DAC-2-10,1026294295.58217
2019,XM-DAC-2-10,998795303.806492
2018,XM-DAC-2-10,852077102.401031
2017,XM-DAC-2-10,542480758.21542
2016,XM-DAC-2-10,221765239.301341
2015,XM-DAC-2-10,141283495.437745
2014,XM-DAC-2-10,99787427.8535255
2013,XM-DAC-2-10,58654723.5978441
2012,XM-DAC-2-10,36852164.1558251
2011,XM-DAC-2-10,118331275.165304
2010,XM-DAC-2-10,117463752.698005
2009,XM-DAC-2-10,128887387.179204
2008,XM-DAC-2-10,58333999.6490288
2007,XM-DAC-2-10,15342448.4825556
2006,XM-DAC-2-10,15755769.2171802
2005,XM-DAC-2-10,13541366.937889
2004,XM-DAC-2-10,7919311.30089664
2003,XM-DAC-2-10,17292066.7268577
2002,XM-DAC-2-10,17803676.6451863
2001,XM-DAC-2-10,15744541.333283
2000,XM-DAC-2-10,9384677.13025794
1999,XM-DAC-2-10,4114764.94126791
1998,XM-DAC-2-10,47925.8154219019
1997,XM-DAC-2-10,62131.8284554385
1996,XM-DAC-2-10,8913.03903464122
1995,XM-DAC-2-10,8211.64957088374
1994,XM-DAC-2-10,17616.2343481166
1993,XM-DAC-2-10,11953.0259115444
1992,XM-DAC-2-10,253.675539789134
1991,XM-DAC-2-10,67683.2858823142
1990,XM-DAC-2-10,4620.11491371256
1988,XM-DAC-2-10,1482.69601264793
1987,XM-DAC-2-10,8354.63032005623
2020,XM-DAC-41130,1000671154.82
2019,XM-DAC-41130,945099900.2
2019,BE-BCE_KBO-0408256667,1366544.62729345
2018,BE-BCE_KBO-0408256667,4444517.05681135
2017,BE-BCE_KBO-0408256667,834599.312940368
2020,41120,1311673287
2020,GB-CHC-1135700,54122.1077578557
2019,GB-CHC-1135700,92633.4548210309
2018,GB-CHC-1135700,47891.6903845844
2018,GB-CHC-1069182,25388557257.0483
2017,GB-CHC-1069182,55327520846.9167
2019,XM-DAC-41121,4415290926.31
2018,XM-DAC-41121,4226250129.38
2017,XM-DAC-41121,4083351900.77
2016,XM-DAC-41121,3967095654.1
2021,XM-DAC-3-1,5786511.81164381
2020,XM-DAC-3-1,83572918583.7079
2019,XM-DAC-3-1,119655346602.841
2018,XM-DAC-3-1,104651411976.734
2017,XM-DAC-3-1,112068619502.816
2016,XM-DAC-3-1,112985370203.212
2015,XM-DAC-3-1,121428861822.587
2014,XM-DAC-3-1,97460306943.3132
2013,XM-DAC-3-1,96754205803.9712
2012,XM-DAC-3-1,67860661566.5934
2011,XM-DAC-3-1,59232796172.5493
2010,XM-DAC-3-1,59178590230.6434
2009,XM-DAC-3-1,44770866027.1722
2008,XM-DAC-3-1,39220356330.2222
2007,XM-DAC-3-1,39130053941.3622
2006,XM-DAC-3-1,33623336597.7004
2005,XM-DAC-3-1,22770098888.9894
2004,XM-DAC-3-1,18600096740.2215
2003,XM-DAC-3-1,18318281262.064
2002,XM-DAC-3-1,15383754123.027
2001,XM-DAC-3-1,13383140941.1169
2000,XM-DAC-3-1,11030991643.5682
1999,XM-DAC-3-1,7255432685.04775
1998,XM-DAC-3-1,11538235928.8359
2020,XM-OCHA-HPC9829,1292871.51424431
2019,XM-OCHA-HPC9829,900356.911828328
2018,XM-OCHA-HPC9829,374310.573682295
2012,GB-CHC-1069208,65328.3302413313
2020,ZA-NPO-029-864,2025365
2019,ZA-NPO-029-864,2848878.7
2018,ZA-NPO-029-864,1712164.13
2020,GB-CHC-1029161,6629178.35502004
2019,GB-CHC-1029161,10471131.4375102
2018,GB-CHC-1029161,11726757.2473639
2017,GB-CHC-1029161,10963342.2906527
2016,GB-CHC-1029161,10266983.453281
2015,GB-CHC-1029161,12960529.2856
2014,GB-CHC-1029161,12853835.5767685
2013,GB-CHC-1029161,12052609.0581583
2012,GB-CHC-1029161,445638.247500763
2011,GB-CHC-1029161,158183.592602951
2010,GB-CHC-1029161,268146.538625775
2020,XM-DAC-46009,672832
2019,XM-DAC-46009,108205.59
2018,XM-DAC-46009,59382537
2013,GB-COH-4016725,5615609.50716382
2020,GB-CHC-1038785,59069.4826572301
2019,GB-CHC-1038785,26602.3114061505
2017,GB-CHC-1038785,6893.52057532212
2016,GB-CHC-1038785,91735.4577702977
2015,GB-CHC-1038785,221577.502865988
2014,GB-CHC-1038785,109252.226833529
2018,BD-NAB-0271,1278328273.17956
2017,BD-NAB-0271,585843529.129932
2018,NE-DGI-5355,115420751623.723
2018,GB-CHC-1127366,249902.248449673
2017,US-EIN-06-1597-668,733312.577046411
2016,US-EIN-06-1597-668,490537.801436891
2019,GB-GOV-8,3111794.80268796
2018,GB-GOV-8,727504.790660878
2016,GB-GOV-8,3771222.2961448
2013,GB-GOV-8,119963.873573939
2019,BE-BCE_KBO-0441988715,634360.810161477
2018,BE-BCE_KBO-0441988715,616753.609297746
2017,BE-BCE_KBO-0441988715,436287.577172992
2020,GB-COH-2153193,235799.036624396
2019,GB-COH-2153193,1096181.30778405
2018,GB-COH-2153193,2632778.08588913
2017,GB-COH-2153193,6254840.65385142
2016,GB-COH-2153193,5258015.53670309
2015,GB-COH-2153193,1179074.65835011
2014,GB-COH-2153193,678059.817072812
2013,GB-COH-2153193,701235.553852723
2020,ET-MOT-0638,240763.391145648
2019,ET-MOT-0638,790512.69022165
2018,ET-MOT-0638,973583.137040592
2017,ET-MOT-0638,286587.365013201
2016,ET-MOT-0638,152084.13071469
2019,GH-DSW-5574,4834163.24610258
2018,GH-DSW-5574,1264327.28570722
2017,GH-DSW-5574,982755.936442918
2016,GH-DSW-5574,354549.807981452
2020,DK-CVR-44623528,8640364.7985613
2019,DK-CVR-44623528,9223195.58097006
2018,DK-CVR-44623528,4898205.08300913
2017,DK-CVR-44623528,611926.245477799
2019,MZ-NUIT-700179850,234376.118149817
2018,MZ-NUIT-700179850,109571.197286209
2020,GB-CHC-326568,4903214.8512583
2019,GB-CHC-326568,16770141.6732227
2018,GB-CHC-326568,19783137.8150193
2017,GB-CHC-326568,33621062.480537
2016,GB-CHC-326568,39958087.3535511
2015,GB-CHC-326568,36579425.1319559
2014,GB-CHC-326568,36485136.6306312
2013,GB-CHC-326568,32472082.3026416
2012,GB-CHC-326568,26971326.3175014
2011,GB-CHC-326568,12264906.7865072
2010,GB-CHC-326568,7880672.03920152
2020,DK-CVR-25191501,59049972.049254
2019,DK-CVR-25191501,100102129.291971
2018,DK-CVR-25191501,96504609.9137244
2020,DK-CVR-18243717,303258638.483979
2019,DK-CVR-18243717,361138903.674084
2018,DK-CVR-18243717,331425235.240401
2018,KE-NCB-OP21805193101154,65567.9831919277
2017,KE-NCB-OP21805193101154,94091.9047099576
2018,GB-CHC-1079599,142629.000365906
2016,GB-CHC-1079599,139902.172440724
2015,GB-CHC-1079599,55586.121725855
2014,GB-CHC-1079599,64763.0228567234
2013,GB-CHC-1079599,376068.349385456
2012,GB-CHC-1079599,465497.977612648
2011,GB-CHC-1079599,308126.981097073
2019,BE-BCE_KBO-0410644946,2628867.13870467
2018,BE-BCE_KBO-0410644946,2568184.54746197
2017,BE-BCE_KBO-0410644946,2500049.18657514
2019,BE-BCE_KBO-0415499795,546642.938491844
2018,BE-BCE_KBO-0415499795,465207.709316633
2017,BE-BCE_KBO-0415499795,468815.454541357
2018,KE-NCB-218/051/15179/10159,144411.781439215
2017,KE-NCB-218/051/15179/10159,26920.1118494499
2020,GB-CHC-1151219,6242.5080430702
2019,GB-CHC-1151219,50843.0942445362
2018,GB-CHC-1151219,31108.9517787356
2020,CH-FDJP-CHE-105181636,5353167.50286574
2019,CH-FDJP-CHE-105181636,6556207.18722363
2020,NL-KVK-41150939,3531.32202484783
2019,NL-KVK-41150939,2358043.96779455
2018,NL-KVK-41150939,1984301.06923978
2017,NL-KVK-41150939,2174323.66901941
2016,NL-KVK-41150939,1115857.19583971
2020,NL-KVK-27327087,400384.509796191
2019,NL-KVK-27327087,1578743.97449192
2018,NL-KVK-27327087,1819440.20216483
2017,NL-KVK-27327087,2129833.74408239
2016,NL-KVK-27327087,849460.915114947
2020,US-EIN-237297651,231244.760259629
2019,US-EIN-237297651,607475.136348874
2018,US-EIN-237297651,337361.94275385
2020,XI-IATI-EBRD,1033375900.03023
2019,XI-IATI-EBRD,652384199.15697
2018,XI-IATI-EBRD,760935103.197646
2017,XI-IATI-EBRD,1391727168.62183
2016,XI-IATI-EBRD,1861417323.79409
2015,XI-IATI-EBRD,105853479.914939
2020,GB-CHC-1093861,6349185.57802069
2019,GB-CHC-1093861,5198062.43971009
2018,GB-CHC-1093861,3660267.67972746
2017,GB-CHC-1093861,4027347.0541648
2016,GB-CHC-1093861,606045.237020576
2015,GB-CHC-1093861,1179810.10026389
2020,GB-CHC-209603,45179.9100645339
2019,GB-CHC-209603,86248.9223203915
2016,XI-IATI-5914-1107,154282.323565282
2015,XI-IATI-5914-1107,128342.296621415
2014,XI-IATI-5914-1107,84089.0946271285
2020,XM-DAC-7,2977698689.20755
2019,XM-DAC-7,2863129280.23807
2018,XM-DAC-7,2761676504.95181
2017,XM-DAC-7,2653217272.14499
2016,XM-DAC-7,2764357131.74323
2015,XM-DAC-7,2664580741.11801
2014,XM-DAC-7,2223416886.36187
2013,XM-DAC-7,2364911258.68376
2012,XM-DAC-7,2426970115.36343
2011,XM-DAC-7,2425710209.16515
2010,XM-DAC-7,2699835520.43061
2009,XM-DAC-7,2336097626.07108
2008,XM-DAC-7,2155560643.424
2007,XM-DAC-7,1657750066.72972
2006,XM-DAC-7,1272424251.0983
2019,NL-KVK-32102434,17481.2734049189
2018,NL-KVK-32102434,76048.3056937403
2020,NP-SWC-17775,7313612305.93273
2019,NP-SWC-17775,580877551.486986
2020,GB-COH-05543952,971981.076775741
2019,GB-COH-05543952,3593147.51844259
2018,GB-COH-05543952,6814603.75360895
2020,NL-KVK-9099028,92060.5146796864
2019,NL-KVK-9099028,1642394.75398425
2018,NL-KVK-9099028,5276229.3264576
2017,NL-KVK-9099028,7990862.03581401
2016,NL-KVK-9099028,5761170.50783123
2017,XM-DAC-84,46531259.7029634
2016,XM-DAC-84,46469186.9578119
2015,XM-DAC-84,38364141.7992475
2014,XM-DAC-84,28074026.0103583
2019,GB-COH-07026479,4693869.09
2018,GB-COH-07026479,12535616.137214
2017,GB-COH-07026479,12303012.01
2016,GB-COH-07026479,24067901.6037935
2015,GB-COH-07026479,13568681485784
2014,GB-COH-07026479,24767697.3064628
2013,GB-COH-07026479,2310000
2012,GB-COH-07026479,253412035.364413
2011,GB-COH-07026479,24781953.9158545
2010,GB-COH-07026479,1084663.68891224
2019,NL-KVK-41217595,3906372.39330324
2018,NL-KVK-41217595,5373168.78716754
2017,NL-KVK-41217595,3159078.67138636
2016,NL-KVK-41217595,1703663.40887892
2019,BE-BCE_KBO-0479866027,1563512.87466539
2018,BE-BCE_KBO-0479866027,1560778.38601456
2017,BE-BCE_KBO-0479866027,1617292.51357722
2018,NL-KVK-56185154,252223.894349776
2017,NL-KVK-56185154,263884.388268603
2020,NL-KVK-06702132,12706426.3727805
2019,NL-KVK-06702132,11193653.0064221
2018,NL-KVK-06702132,6070912.50460769
2017,NL-KVK-06702132,3400026.67138569
2016,NL-KVK-06702132,2159500.82172797
2015,NL-KVK-06702132,3947217.59012388
2014,NL-KVK-06702132,3247987.248194
2019,XM-DAC-47008,1121346
2018,XM-DAC-47008,4695743
2017,XM-DAC-47008,4478458
2016,XM-DAC-47008,3806513
2015,XM-DAC-47008,1837078
2014,XM-DAC-47008,403312
2013,XM-DAC-47008,367394
2012,XM-DAC-47008,256718
2020,NL-KVK-34234456,4242621.59061648
2019,NL-KVK-34234456,4735022.44479417
2018,NL-KVK-34234456,4189625.09070936
2020,GB-COH-1869600,145474.17454037
2019,GB-COH-1869600,185062.737897784
2018,GB-COH-1869600,685272.571343409
2017,GB-COH-1869600,506755.675508994
2016,GB-COH-1869600,711503.889528453
2020,GB-GOR-GB-GOR-OT1175,581971.040755697
2019,GB-GOR-GB-GOR-OT1175,170570.300877099
2020,GB-CHC-328434,440932.977579413
2019,GB-CHC-328434,5493578.35109286
2018,GB-CHC-328434,806893.330871704
2017,GB-CHC-328434,763229.725949036
2016,GB-CHC-328434,946062.695931148
2015,GB-CHC-328434,935626.926705826
2014,GB-CHC-328434,615418.319105108
2013,GB-CHC-328434,494675.707159665
2012,GB-CHC-328434,47522.6180255765
2019,GB-COH-8159144,55759178.0565272
2019,BE-BCE_KBO-0474198059,1693620.84255574
2018,BE-BCE_KBO-0474198059,1508487.84453519
2017,BE-BCE_KBO-0474198059,1325545.64422821
2020,US-EIN-45-5015494,90000
2019,US-EIN-45-5015494,359910
2018,US-EIN-45-5015494,607627
2020,GB-CHC-1098106,1684701.45417012
2019,GB-CHC-1098106,4460900.5767269
2018,GB-CHC-1098106,2844727.7725069
2017,GB-CHC-1098106,2172304.35425582
2012,GB-CHC-1098106,38709.6386109536
2019,BE-BCE_KBO-0463455904,351654.562339288
2018,BE-BCE_KBO-0463455904,280712.143094351
2017,BE-BCE_KBO-0463455904,154596.013583781
2020,GB-GOV-7,25826065.4977028
2019,GB-GOV-7,45712552.7609938
2018,GB-GOV-7,22830656.7930586
2017,GB-GOV-7,9434943.36406046
2016,GB-GOV-7,17300768.5738325
2015,GB-GOV-7,32901927.204884
2014,GB-GOV-7,6798226.42489254
2013,GB-GOV-7,1086716.14353074
2012,GB-GOV-7,5063475.67631304
2011,GB-GOV-7,1247854.03328969
2020,US-EIN-52-2145827,8536157.47975564
2019,US-EIN-52-2145827,11819328.9228986
2018,US-EIN-52-2145827,11623932.2986516
2018,GB-CHC-1047653,353028.210239154
2020,BJ-IFU-6201408024805,62604613782.396
2019,BJ-IFU-6201408024805,59110343851.4911
2020,NL-KVK-41209946,694046.529555929
2019,NL-KVK-41209946,576838.256656375
2018,NL-KVK-41209946,1663557.93018428
2017,NL-KVK-41209946,1896775.30285035
2016,NL-KVK-41209946,1867944.43074334
2018,GB-GOV-14,15271871.4062376
2020,GB-CHC-1145119,1503928.65115286
2019,GB-CHC-1145119,2382501.66311004
2018,GB-CHC-1145119,3742023.23064386
2017,GB-CHC-1145119,2140079.40825303
2021,CA-3,3606759.04998152
2020,CA-3,3228632001.8136
2019,CA-3,4427262793.4837
2018,CA-3,4342839582.52753
2017,CA-3,4262308003.9891
2016,CA-3,3785563971.29423
2015,CA-3,3840886966.51349
2014,CA-3,2648747202.86141
2013,CA-3,2914254774.40775
2012,CA-3,3026391654.11554
2011,CA-3,2594697595.25964
2010,CA-3,2654803017.62298
2009,CA-3,2133368867.3328
2008,CA-3,1429087368.69216
2007,CA-3,943806386.567813
2006,CA-3,294173966.574931
2005,CA-3,177526179.618617
2004,CA-3,139051203.688977
2003,CA-3,64772253.0700965
2002,CA-3,30627848.3244464
2001,CA-3,12863264.6247905
2000,CA-3,6096583.9992401
1999,CA-3,75762.0010082295
2020,KE-NCB-2180511703310709,240001.937817689
2019,KE-NCB-2180511703310709,345745.798856408
2018,KE-NCB-2180511703310709,205505.271305216
2019,BE-BCE_KBO-0408022778,921720.058136445
2018,BE-BCE_KBO-0408022778,803168.904056036
2017,BE-BCE_KBO-0408022778,861647.170516933
2018,NL-KVK-65306198,39948.7100315942
2017,NL-KVK-65306198,95135.6350793199
2016,PK-VSWA-511-2007,5357.12658452528
2017,XI-IATI-VSWA-511-2007,19277.0670409934
2020,NL-KVK-32092131,974826.725492281
2019,NL-KVK-32092131,12008222.7152792
2018,NL-KVK-32092131,386934.306433051
2017,NL-KVK-32092131,117845.631795886
2018,BW-CIPA-CO20151011,77560.2235049809
2017,BW-CIPA-CO20151011,177103.616287653
2019,GB-GOV-50,266635.331759201
2018,GB-GOV-50,91803069.9300765
2017,GB-GOV-50,30651558.433715
2020,US-EIN-81-2339233,76242.04
2020,DK-CVR-36980214,1822289.45221687
2019,DK-CVR-36980214,4075288.82387962
2018,DK-CVR-36980214,2765538.32700431
2017,DK-CVR-36980214,2745857.24630228
2016,DK-CVR-36980214,983804.661515204
2020,US-EIN-52-0595110,13321
2019,US-EIN-52-0595110,48536
2018,US-EIN-52-0595110,50293
2020,GB-CHC-299717,496812.070438532
2019,GB-CHC-299717,1306640.59840399
2018,GB-CHC-299717,1154272.26112486
2017,GB-CHC-299717,868085.871258959
2016,GB-CHC-299717,1663351.90584381
2015,GB-CHC-299717,2004154.52350942
2014,GB-CHC-299717,361422.105903993
2013,GB-CHC-299717,281026.833907929
2012,GB-CHC-299717,94054.0037234133
2020,XM-DAC-41140,6852599233
2019,XM-DAC-41140,7627773750
2018,XM-DAC-41140,6674533909
2017,XM-DAC-41140,6120056057
2020,NL-KVK-34308169,450919.818928132
2019,NL-KVK-34308169,352419.327857758
2018,NL-KVK-34308169,358945.071660391
2017,NL-KVK-34308169,336773.152587949
2016,NL-KVK-34308169,254967.095514994
2015,NL-KVK-34308169,59209.1706443621
2020,GB-CHC-1105851,9408426.42933997
2019,GB-CHC-1105851,45919883.1304771
2018,GB-CHC-1105851,47541380.866904
2017,GB-CHC-1105851,39591016.7559842
2016,GB-CHC-1105851,25841036.404355
2015,GB-CHC-1105851,112359269.264296
2014,GB-CHC-1105851,6278565.69056444
2013,GB-CHC-1105851,2147097.05095217
2012,GB-CHC-1105851,1069683.75650209
2019,GB-COH-RC000664,332464.198258845
2018,GB-COH-RC000664,165440.78184069
2020,LB-MOI-497,27080.85
2019,LB-MOI-497,5180892.62
2016,GB-SC-044007,170143.520958481
2015,GB-SC-044007,498619.755721864
2019,GB-CHC-1122330,188591.864819533
2020,MW-MRA-20125995,61166.434746518
2019,MW-MRA-20125995,53267.4027266139
2018,MW-MRA-20125995,5108.59070961597
2019,BE-BCE_KBO-0410661673,252923.801036741
2018,BE-BCE_KBO-0410661673,204441.008593009
2017,BE-BCE_KBO-0410661673,201717.476879311
2020,MW-RG-2977,41483.0265732123
2019,MW-RG-2977,87562.2424236003
2018,MW-RG-2977,21340.194426775
2017,MW-RG-2977,43663752872.3684
2016,MW-RG-2977,78571838860.7136
2015,MW-RG-2977,17864647163.4456
2020,GB-CHC-1076822,23197941.7621813
2019,GB-CHC-1076822,37279209.532881
2018,GB-CHC-1076822,31690798.1013748
2017,GB-CHC-1076822,61473654.9025969
2016,GB-CHC-1076822,63446279.3852716
2015,GB-CHC-1076822,42661406.7416905
2014,GB-CHC-1076822,31520665.7374633
2013,GB-CHC-1076822,21717262.7056509
2012,GB-CHC-1076822,4180085.25352752
2011,GB-CHC-1076822,1286.53750832167
2019,RW-RGB-002RGB17,4228404.96706897
2018,RW-RGB-002RGB17,3879877.68254232
2015,GB-SC-SC037959,18277.4172941905
2014,GB-SC-SC037959,44281.0434086905
2013,GB-SC-SC037959,52398.8954618908
2020,NL-KVK-34214586,195628.593694334
2019,NL-KVK-34214586,1200961.33929151
2018,NL-KVK-34214586,1148207.8059709
2017,NL-KVK-34214586,1009915.66151871
2016,NL-KVK-34214586,845689.454156929
2014,NL-KVK-34214586,48087.6834029883
2013,NL-KVK-34214586,39539.5822872502
2020,GB-CHC-1071659,975448.782190532
2019,GB-CHC-1071659,82921614319.5193
2018,GB-CHC-1071659,747007.538331756
2017,GB-CHC-1071659,3353403.79330962
2016,GB-CHC-1071659,141359.177609375
2015,GB-CHC-1071659,1339525.61966283
2014,GB-CHC-1071659,361016.754653552
2020,GB-CHC-1106156,54042.1256235538
2019,GB-CHC-1106156,28380.1543300679
2020,NL-KVK-40530156,5101846.06282152
2019,NL-KVK-40530156,6597901.67992996
2018,NL-KVK-40530156,4374699.87471641
2017,NL-KVK-40530156,1716629.04643488
2016,NL-KVK-40530156,1116742.7932028
2019,XM-DAC-69-1,6888856.98625903
2018,XM-DAC-69-1,22580086.8394359
2017,XM-DAC-69-1,19315209.071226
2016,XM-DAC-69-1,13288835.7501106
2015,XM-DAC-69-1,3688945.81794152
2014,XM-DAC-69-1,2099815.54716087
2013,XM-DAC-69-1,2485773.59185474
2019,XM-DAC-69-2,4903659.74841614
2018,XM-DAC-69-2,3837071.10168734
2017,XM-DAC-69-2,6666803.52179658
2016,XM-DAC-69-2,4793158.36973371
2015,XM-DAC-69-2,5050365.61977769
2014,XM-DAC-69-2,3178914.11962085
2013,XM-DAC-69-2,3086326.64447328
2012,XM-DAC-69-2,2227796.45130599
2011,XM-DAC-69-2,765757.877864089
2010,XM-DAC-69-2,58081.8827774058
2009,XM-DAC-69-2,41549.0744500928
2019,XM-DAC-69-3,69814909.4356486
2018,XM-DAC-69-3,62026974.5807207
2017,XM-DAC-69-3,62300057.0024989
2016,XM-DAC-69-3,59929261.8682687
2015,XM-DAC-69-3,52491761.3624395
2014,XM-DAC-69-3,35211339.8169217
2013,XM-DAC-69-3,36656855.8047664
2011,XM-DAC-69-3,1300558.17929781
2010,XM-DAC-69-3,13133.8630637151
2009,XM-DAC-69-3,1435473.90523563
2008,XM-DAC-69-3,531695.187664912
2019,XM-DAC-69-5,2074700.78604237
2018,XM-DAC-69-5,1724464.0759474
2017,XM-DAC-69-5,3248486.77551493
2016,XM-DAC-69-5,4794231.02694798
2015,XM-DAC-69-5,2954707.94290484
2014,XM-DAC-69-5,1511142.71429877
2013,XM-DAC-69-5,1240738.29842087
2017,XM-DAC-69-0,35097.5091578056
2016,XM-DAC-69-0,17428.1946371814
2015,XM-DAC-69-0,119041.97517131
2013,XM-DAC-69-0,11294.0117741698
2019,XM-DAC-69-18,4276952.70277464
2018,XM-DAC-69-18,3441825.25618545
2017,XM-DAC-69-18,2584714.81892195
2016,XM-DAC-69-18,2122116.29597311
2015,XM-DAC-69-18,2514772.99055683
2014,XM-DAC-69-18,1509095.82146679
2013,XM-DAC-69-18,1370138.30892224
2019,XM-DAC-69-4,1601139.7704721
2018,XM-DAC-69-4,1454177.39592877
2017,XM-DAC-69-4,1488525.78728295
2016,XM-DAC-69-4,33698.787006903
2015,XM-DAC-69-4,2042796.5944784
2014,XM-DAC-69-4,1770839.98475339
2013,XM-DAC-69-4,1684668.25455757
2020,GB-CHC-291333,159093.672825717
2019,GB-CHC-291333,122527.00597549
2018,GB-CHC-291333,2796.09998540675
2017,GB-CHC-291333,43031.2184659352
2016,GB-CHC-291333,144657.500380996
2015,GB-CHC-291333,115995.466062587
2014,GB-CHC-291333,28382.8422787727
2020,NL-KVK-52957535,5999192.89562842
2019,NL-KVK-52957535,5299107.01746583
2018,NL-KVK-52957535,4424536.09996207
2017,NL-KVK-52957535,4586137.99208243
2016,NL-KVK-52957535,4369955.26489785
2015,NL-KVK-52957535,120706.645059399
2014,NL-KVK-52957535,135470.223206121
2013,NL-KVK-52957535,139743.473068582
2019,BE-BCE_KBO-0424198222,3225138.05654937
2018,BE-BCE_KBO-0424198222,3117383.25371931
2017,BE-BCE_KBO-0424198222,2641565.11517101
2017,GB-CHC-1086159,17535.0893116012
2016,GB-CHC-1086159,70286.0173163284
2015,GB-CHC-1086159,47574.3503343327
2018,GB-CHC-1142516,55337.3265920432
2017,GB-CHC-1142516,215702.491023826
2016,GB-CHC-1142516,238306.537049419
2015,GB-CHC-1142516,38019.3838151765
2018,GB-CHC-1001349,28509.933796584
2017,GB-CHC-1001349,161244.51383683
2016,GB-CHC-1001349,378519.415453083
2015,GB-CHC-1001349,187018.368543464
2014,GB-CHC-1001349,252353.323987815
2013,GB-CHC-1001349,166088.10837777
2012,GB-CHC-1001349,102254.384862682
2020,XI-GRID-grid.7836.a,257818.703432821
2019,XI-GRID-grid.7836.a,166166.328203976
2019,RW-RGB-114-RGB-RGO-2013,530667786229.377
2018,RW-RGB-114-RGB-RGO-2013,585510437220.897
2020,GB-UKPRN-10007774,54942.8571090884
2019,GB-UKPRN-10007774,45852.8818737416
2018,GB-UKPRN-10007774,38135.0157779423
2012,US-AGO-941191246,6530.75
2020,GB-CHC-1043843,3336385.30594607
2019,GB-CHC-1043843,8153610.43579176
2018,GB-CHC-1043843,76567850.8015603
2017,GB-CHC-1043843,74250547.1050064
2016,GB-CHC-1043843,9903529.6333155
2015,GB-CHC-1043843,6435204.05506598
2014,GB-CHC-1043843,6391688.81866563
2013,GB-CHC-1043843,5779329.19615637
2012,GB-CHC-1043843,1915137.3599811
2011,GB-CHC-1043843,1066108.46083016
2020,BD-MEGPRB-SHIM-SHA-14-13-BE-BI-5-97-142,291203254.453966
2019,BD-MEGPRB-SHIM-SHA-14-13-BE-BI-5-97-142,2863363107.73207
2018,BD-MEGPRB-SHIM-SHA-14-13-BE-BI-5-97-142,160672408.083717
2020,NL-KVK-41177588,1343819.77197093
2019,NL-KVK-41177588,1661585.56945421
2018,NL-KVK-41177588,3432197.58236589
2017,NL-KVK-41177588,3446833.08505821
2016,NL-KVK-41177588,1854135.43757468
2020,GB-CHC-313757,12063524.8458385
2019,GB-CHC-313757,25664244.8279068
2018,GB-CHC-313757,53391130.5515197
2017,GB-CHC-313757,18778174.8485498
2020,GH-RGD-CG077262013,2590648.29893075
2019,GH-RGD-CG077262013,904638.918730964
2018,GH-RGD-CG077262013,107907.150526509
2020,ET-CSA-1063,76376.368018539
2019,ET-CSA-1063,413686.522792901
2018,ET-CSA-1063,253358.677204324
2020,US-EIN-61-1725201,85054.1720868315
2012,GB-CHC-1001698,717325.50983286
2020,NL-KVK-72849770,18622669.9314673
2019,NL-KVK-72849770,38187524.9071978
2018,NL-KVK-72849770,13395402.5971843
2015,ZA-ROC-1999/05072/08,94357.1831412812
2014,ZA-ROC-1999/05072/08,128973.670052407
2013,ZA-ROC-1999/05072/08,182148.699047907
2018,GB-COH-08212556,11342
2020,US-EIN-52-1238773,50495.63
2019,US-EIN-52-1238773,91834.83
2018,US-EIN-52-1238773,123575
2017,US-EIN-52-1238773,191042.42
2016,US-EIN-52-1238773,87098
2019,BE-BCE_KBO-0432503697,1876466.46825153
2018,BE-BCE_KBO-0432503697,1517102.8732745
